patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used,n_nodes_used,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_edge_length,total_edge_length,circuity
detroit_0422,detroit,422,42.354605,-83.090187,327456.5,4690864.74,328256.5,4691664.74,EPSG:32617,1380,361,361,2,360,0.9972,1.752153,0.488948,1.713835,0.478255,0.972275,1202,360,113,18,0.538889,0.313889,0.05,39.3,23696.57,1.022229
houston_0250,houston,250,29.68751,-95.483649,259272.3,3286340.6,260072.3,3287140.6,EPSG:32615,342,93,93,2,92,0.9892,1.742969,0.486385,1.666946,0.46517,0.973649,270,92,33,9,0.336957,0.358696,0.097826,65.61,8857.19,1.00985
orlando_0491,orlando,491,28.522098,-81.403963,460074.2,3154706.54,460874.2,3155506.54,EPSG:32617,130,40,40,2,39,0.975,1.80613,0.50401,1.507788,0.420756,0.96349,90,39,21,9,0.0,0.538462,0.230769,83.5,3757.59,1.033083
detroit_0102,detroit,102,42.431802,-83.199728,318656.5,4699664.74,319456.5,4700464.74,EPSG:32617,1774,473,473,1,473,1.0,1.763264,0.492048,1.687624,0.47094,0.970565,1608,473,201,16,0.505285,0.424947,0.033827,34.54,27837.52,1.01711
cleveland_0549,cleveland,549,41.510272,-81.557127,453107.88,4595154.41,453907.88,4595954.41,EPSG:32617,978,274,274,3,269,0.9818,1.761008,0.491419,1.630691,0.455053,0.970916,874,269,108,18,0.457249,0.401487,0.066914,45.04,19683.58,1.060527
chicago_0436,chicago,436,41.748314,-87.684258,442708.44,4621658.65,443508.44,4622458.65,EPSG:32616,1950,523,523,1,523,1.0,1.810158,0.505134,1.819272,0.507677,0.962786,1814,523,204,12,0.544933,0.390057,0.022945,32.71,29667.06,1.010696
orlando_0605,orlando,605,28.572716,-81.379617,462474.2,3160306.54,463274.2,3161106.54,EPSG:32617,386,116,116,2,115,0.9914,1.723803,0.481036,1.514122,0.422524,0.976405,336,115,48,18,0.330435,0.417391,0.156522,65.1,10936.71,1.007431
cleveland_0440,cleveland,440,41.474052,-81.595142,449907.88,4591154.41,450707.88,4591954.41,EPSG:32617,978,252,252,1,252,1.0,1.627787,0.454243,1.500899,0.418834,0.98792,830,252,83,11,0.503968,0.329365,0.043651,40.73,16904.1,1.006906
chicago_0688,chicago,688,41.784616,-87.636508,446708.44,4625658.65,447508.44,4626458.65,EPSG:32616,1416,377,377,1,377,1.0,1.693006,0.472442,1.63125,0.455209,0.980514,1308,377,121,12,0.586207,0.320955,0.03183,40.92,26760.4,1.005666
portland_0188,portland,188,45.58061,-122.698048,523156.84,5047096.47,523956.84,5047896.47,EPSG:32610,746,234,234,1,234,1.0,1.799346,0.502117,1.614761,0.450608,0.96466,634,234,129,46,0.179487,0.551282,0.196581,42.3,13492.6,1.017147
brasilia_0576,brasilia,576,-15.809385,-48.070816,170603.82,8249345.62,171403.82,8250145.62,EPSG:32723,160,43,43,2,42,0.9767,1.682828,0.469602,1.544733,0.431066,0.981786,110,42,19,6,0.166667,0.452381,0.142857,133.25,7595.51,1.012529
chicago_0630,chicago,630,41.705306,-87.64534,445908.44,4616858.65,446708.44,4617658.65,EPSG:32616,2036,522,522,2,521,0.9981,1.666332,0.464999,1.690505,0.471744,0.983756,1838,521,173,12,0.608445,0.332054,0.023033,34.6,31937.99,1.019917
lasvegas_0379,lasvegas,379,36.052518,-115.218388,660073.93,3990842.16,660873.93,3991642.16,EPSG:32611,244,96,96,4,87,0.9062,1.744315,0.48676,1.505675,0.420166,0.97345,182,87,28,40,0.114943,0.321839,0.45977,82.2,7480.06,1.002389
detroit_0060,detroit,60,42.388419,-83.20793,317856.5,4694864.74,318656.5,4695664.74,EPSG:32617,1056,279,279,1,279,1.0,1.689769,0.471539,1.501395,0.418972,0.980924,926,279,140,6,0.419355,0.501792,0.021505,43.98,20361.03,1.007886
portland_0411,portland,411,45.501049,-122.585834,531956.84,5038296.47,532756.84,5039096.47,EPSG:32610,442,135,135,3,133,0.9852,1.667235,0.465251,1.640967,0.457921,0.983651,342,133,66,28,0.142857,0.496241,0.210526,64.29,10993.49,1.029704
chicago_0389,chicago,389,41.762667,-87.694035,441908.44,4623258.65,442708.44,4624058.65,EPSG:32616,1484,389,389,2,386,0.9923,1.773222,0.494827,1.702801,0.475176,0.968989,1380,386,89,20,0.69171,0.23057,0.051813,44.24,30528.15,1.039394
laplata_0035,laplata,35,-34.943094,-57.94615,413201.15,6132458.99,414001.15,6133258.99,EPSG:32721,224,53,53,2,52,0.9811,1.670394,0.466132,1.478111,0.412475,0.983282,150,52,13,5,0.365385,0.25,0.096154,101.63,7622.17,1.000774
detroit_0358,detroit,358,42.411669,-83.121248,325056.5,4697264.74,325856.5,4698064.74,EPSG:32617,732,189,189,5,185,0.9788,1.700854,0.474632,1.587689,0.443053,0.979505,598,185,75,11,0.443243,0.405405,0.059459,56.75,16969.29,1.006189
houston_0709,houston,709,29.782961,-95.395001,268072.3,3296740.6,268872.3,3297540.6,EPSG:32615,1030,319,319,2,318,0.9969,1.791341,0.499883,1.706812,0.476295,0.966017,914,318,117,71,0.36478,0.367925,0.22327,42.19,19280.72,1.015652
phoenix_0202,phoenix,202,33.422775,-112.185534,389380.48,3698385.52,390180.48,3699185.52,EPSG:32612,284,84,84,2,83,0.9881,1.791568,0.499946,2.085848,0.582067,0.965979,228,83,44,10,0.168675,0.53012,0.120482,59.69,6804.43,1.053403
cairo_0196,cairo,196,29.857269,31.295354,334943.78,3303789.41,335743.78,3304589.41,EPSG:32636,352,105,105,4,100,0.9524,1.811109,0.505399,2.016388,0.562684,0.962619,262,100,69,9,0.01,0.69,0.09,57.17,7489.45,1.012264
phoenix_0823,phoenix,823,33.423643,-112.090895,398180.48,3698385.52,398980.48,3699185.52,EPSG:32612,156,53,53,3,50,0.9434,1.750965,0.488616,1.564037,0.436453,0.972454,116,50,23,15,0.08,0.46,0.3,89.7,5202.32,1.014241
buenosaires_0028,buenosaires,28,-34.628841,-58.509877,361196.27,6166679.36,361996.27,6167479.36,EPSG:32721,330,88,88,1,88,1.0,1.780665,0.496904,1.6032,0.447382,0.967785,254,88,40,11,0.261364,0.454545,0.125,78.04,9911.69,1.002418
detroit_0213,detroit,213,42.209348,-83.153226,321856.5,4674864.74,322656.5,4675664.74,EPSG:32617,1672,475,475,4,472,0.9937,1.789929,0.499489,1.796981,0.501457,0.966254,1552,472,128,52,0.565678,0.271186,0.110169,36.93,28807.04,1.012857
phoenix_1766,phoenix,1766,33.605277,-111.937969,412580.48,3718385.52,413380.48,3719185.52,EPSG:32612,442,122,122,1,122,1.0,1.808508,0.504674,1.470972,0.410483,0.963075,356,122,55,11,0.278689,0.45082,0.090164,69.51,12372.72,1.00705
chicago_0718,chicago,718,41.691001,-87.625971,447508.44,4615258.65,448308.44,4616058.65,EPSG:32616,2200,579,579,6,573,0.9896,1.596758,0.445584,1.571388,0.438504,0.990825,2010,573,172,21,0.624782,0.300175,0.036649,34.92,35299.64,1.015428
houston_0669,houston,669,29.790025,-95.403443,267272.3,3297540.6,268072.3,3298340.6,EPSG:32615,550,155,155,7,149,0.9613,1.656677,0.462305,1.557282,0.434568,0.984857,450,149,63,21,0.369128,0.422819,0.14094,62.6,14083.98,1.010321
manhattan_0044,manhattan,44,40.747071,-73.976051,586044.69,4510784.38,586844.69,4511584.38,EPSG:32618,1488,455,455,2,454,0.9978,1.679968,0.468804,1.595205,0.445151,0.982136,1300,454,124,112,0.411894,0.273128,0.246696,35.0,22746.82,1.012783
houston_0678,houston,678,29.854946,-95.404998,267272.3,3304740.6,268072.3,3305540.6,EPSG:32615,248,74,74,6,69,0.9324,1.767973,0.493362,1.773599,0.494932,0.969825,182,69,22,18,0.289855,0.318841,0.26087,74.12,6744.73,1.023074
tehran_0296,tehran,296,35.666106,51.323512,528879.81,3946564.0,529679.81,3947364.0,EPSG:32639,602,195,195,2,194,0.9949,1.708131,0.476663,1.624977,0.453459,0.978545,508,194,98,34,0.14433,0.505155,0.175258,59.67,15155.74,1.015572
phoenix_1309,phoenix,1309,33.590164,-112.024018,404580.48,3716785.52,405380.48,3717585.52,EPSG:32612,230,68,68,2,64,0.9412,1.796091,0.501209,2.001253,0.55846,0.965215,146,64,25,15,0.0625,0.390625,0.234375,87.67,6399.64,1.033885
denver_0112,denver,112,39.779075,-105.021279,497777.82,4402837.36,498577.82,4403637.36,EPSG:32613,2188,580,580,2,579,0.9983,1.794141,0.500665,1.584368,0.442126,0.965546,2006,579,195,21,0.582038,0.336788,0.036269,31.55,31649.4,1.007872
cleveland_0438,cleveland,438,41.459641,-81.59501,449907.88,4589554.41,450707.88,4590354.41,EPSG:32617,1252,312,312,1,312,1.0,1.748485,0.487924,1.536474,0.428761,0.972828,1120,312,83,3,0.666667,0.266026,0.009615,43.4,24301.23,1.003106
lasvegas_0560,lasvegas,560,36.268253,-115.177878,663273.93,4014842.16,664073.93,4015642.16,EPSG:32611,266,82,82,2,77,0.939,1.724494,0.481229,1.935108,0.540002,0.976308,174,77,33,21,0.051948,0.428571,0.272727,102.95,8956.88,1.077174
detroit_0118,detroit,118,42.287996,-83.185013,319456.5,4683664.74,320256.5,4684464.74,EPSG:32617,1142,306,306,8,280,0.915,1.811767,0.505583,1.488363,0.415336,0.962503,926,280,81,28,0.560714,0.289286,0.1,43.53,20241.55,0.999913
cairo_0404,cairo,404,29.843363,31.33699,338943.78,3302189.41,339743.78,3302989.41,EPSG:32636,696,218,218,1,218,1.0,1.786631,0.498569,1.742936,0.486376,0.966803,616,218,111,37,0.243119,0.509174,0.169725,51.76,15943.52,1.007541
chicago_0929,chicago,929,41.734627,-87.549435,453908.44,4620058.65,454708.44,4620858.65,EPSG:32616,1310,348,348,4,345,0.9914,1.717946,0.479402,1.77366,0.494949,0.977217,1160,345,109,26,0.562319,0.315942,0.075362,42.64,24818.88,1.022172
saltlakecity_0214,saltlakecity,214,40.773446,-111.868533,426305.06,4513570.75,427105.06,4514370.75,EPSG:32612,1016,297,297,1,297,1.0,1.632499,0.455557,1.630999,0.455139,0.987444,894,297,53,73,0.538721,0.178451,0.245791,47.73,21336.43,1.01214
detroit_0067,detroit,67,42.438815,-83.2097,317856.5,4700464.74,318656.5,4701264.74,EPSG:32617,1194,304,304,3,302,0.9934,1.633032,0.455706,1.486197,0.414731,0.98739,1046,302,112,10,0.562914,0.370861,0.033113,42.48,22216.24,1.004381
minneapolis_0217,minneapolis,217,44.952115,-93.342018,472621.29,4977287.85,473421.29,4978087.85,EPSG:32615,536,159,159,9,147,0.9245,1.807158,0.504297,1.622751,0.452837,0.963311,442,147,66,20,0.346939,0.44898,0.136054,67.55,14929.51,1.019584
medellin_0250,medellin,250,6.292162,-75.575144,435982.85,695136.01,436782.85,695936.01,EPSG:32618,446,114,114,2,113,0.9912,1.595873,0.445337,1.487903,0.415207,0.990902,346,113,46,12,0.380531,0.40708,0.106195,78.0,13494.32,1.006907
minneapolis_0706,minneapolis,706,44.930896,-93.169544,486221.29,4974887.85,487021.29,4975687.85,EPSG:32615,1074,300,300,1,300,1.0,1.766912,0.493066,1.539712,0.429665,0.969993,964,300,100,35,0.493333,0.333333,0.116667,53.74,25904.58,1.001956
budapest_0496,budapest,496,47.437696,19.126737,358353.39,5255106.49,359153.39,5255906.49,EPSG:32634,1654,434,434,3,432,0.9954,1.80078,0.502517,1.615059,0.450691,0.964415,1438,432,157,21,0.506944,0.363426,0.048611,37.17,26721.64,1.00263
detroit_0708,detroit,708,42.450777,-82.94746,339456.5,4701264.74,340256.5,4702064.74,EPSG:32617,924,243,243,1,243,1.0,1.797442,0.501586,1.587257,0.442932,0.964986,784,243,80,28,0.506173,0.329218,0.115226,50.61,19839.67,1.003106
chicago_0516,chicago,516,41.971726,-87.676989,443508.44,4646458.65,444308.44,4647258.65,EPSG:32616,1608,455,455,2,454,0.9978,1.779635,0.496617,1.678142,0.468294,0.967953,1466,454,157,45,0.491189,0.345815,0.099119,38.05,28117.27,1.041278
detroit_0454,detroit,454,42.433982,-83.083098,328256.5,4699664.74,329056.5,4700464.74,EPSG:32617,530,133,133,2,132,0.9925,1.661611,0.463681,1.486052,0.414691,0.984299,426,132,76,4,0.340909,0.575758,0.030303,71.14,15152.47,1.006536
detroit_0292,detroit,292,42.32491,-83.137747,323456.5,4687664.74,324256.5,4688464.74,EPSG:32617,552,155,155,3,151,0.9742,1.770159,0.493972,1.730344,0.482862,0.969478,444,151,64,20,0.324503,0.423841,0.13245,35.87,7962.43,1.034686
munich_0505,munich,505,48.13382,11.698482,700365.47,5334296.0,701165.47,5335096.0,EPSG:32632,1658,514,514,4,510,0.9922,1.781125,0.497032,1.82698,0.509828,0.96771,1496,510,290,58,0.239216,0.568627,0.113725,36.4,27230.88,1.016639
detroit_0316,detroit,316,42.30349,-83.127316,324256.5,4685264.74,325056.5,4686064.74,EPSG:32617,484,126,126,4,123,0.9762,1.793997,0.500624,1.795339,0.500999,0.96557,358,123,74,7,0.186992,0.601626,0.056911,75.82,13724.2,1.016671
portland_0302,portland,302,45.558861,-122.646912,527156.84,5044696.47,527956.84,5045496.47,EPSG:32610,382,104,104,5,100,0.9615,1.764942,0.492516,1.520828,0.424395,0.970302,312,100,50,6,0.34,0.5,0.06,79.18,12352.67,1.005005
cleveland_0193,cleveland,193,41.40855,-81.709403,440307.88,4583954.41,441107.88,4584754.41,EPSG:32617,690,189,189,3,187,0.9894,1.759171,0.490906,1.815025,0.506492,0.971201,584,187,94,6,0.326203,0.502674,0.032086,38.13,11135.21,1.077241
chicago_0336,chicago,336,41.690557,-87.702872,441108.44,4615258.65,441908.44,4616058.65,EPSG:32616,1566,429,429,4,416,0.9697,1.702539,0.475103,1.652776,0.461216,0.979284,1424,416,162,14,0.533654,0.389423,0.033654,37.22,26501.48,1.017577
chicago_0569,chicago,569,41.993397,-87.66756,444308.44,4648858.65,445108.44,4649658.65,EPSG:32616,1770,481,481,4,459,0.9543,1.747035,0.48752,1.741338,0.48593,0.973045,1550,459,133,43,0.588235,0.28976,0.093682,39.17,30434.92,1.017642
cairo_0823,cairo,823,30.133356,31.440102,349343.78,3334189.41,350143.78,3334989.41,EPSG:32636,90,35,35,4,31,0.8857,1.68468,0.470119,1.836869,0.512588,0.981558,70,31,18,10,0.0,0.580645,0.322581,20.05,701.87,1.029593
lasvegas_0416,lasvegas,416,36.052386,-115.20951,660873.93,3990842.16,661673.93,3991642.16,EPSG:32611,274,110,110,4,94,0.8545,1.623195,0.452961,1.81601,0.506767,0.988375,206,94,41,37,0.085106,0.43617,0.393617,77.3,8271.13,1.037536
denver_0302,denver,302,39.750222,-104.927888,505777.82,4399637.36,506577.82,4400437.36,EPSG:32613,784,214,214,2,213,0.9953,1.684397,0.47004,1.724039,0.481102,0.981593,684,213,96,18,0.422535,0.450704,0.084507,49.77,17019.95,1.019848
vancouver_0140,vancouver,140,49.225704,-123.0754,494109.99,5452149.41,494909.99,5452949.41,EPSG:32610,828,239,239,1,239,1.0,1.616027,0.450961,1.519824,0.424115,0.989068,688,239,112,38,0.284519,0.468619,0.158996,51.49,17711.66,1.023689
chicago_0221,chicago,221,41.805658,-87.73302,438708.44,4628058.65,439508.44,4628858.65,EPSG:32616,1474,388,388,2,387,0.9974,1.612029,0.449845,1.537818,0.429136,0.989445,1356,387,123,12,0.609819,0.317829,0.031008,37.74,25664.2,1.010553
denver_0243,denver,243,39.764652,-104.955893,503377.82,4401237.36,504177.82,4402037.36,EPSG:32613,820,230,230,1,230,1.0,1.739506,0.485418,1.646253,0.459396,0.974158,716,230,94,26,0.408696,0.408696,0.113043,54.12,19373.55,1.018828
chicago_0358,chicago,358,41.870683,-87.704842,441108.44,4635258.65,441908.44,4636058.65,EPSG:32616,1066,302,302,6,297,0.9834,1.614396,0.450506,1.564365,0.436544,0.989223,902,297,84,53,0.461279,0.282828,0.178451,42.43,19134.15,1.005093
orlando_0514,orlando,514,28.428247,-81.395438,460874.2,3144306.54,461674.2,3145106.54,EPSG:32617,116,39,39,1,39,1.0,1.690623,0.471777,1.652173,0.461048,0.980816,104,39,23,6,0.128205,0.589744,0.153846,82.65,4628.51,1.030496
houston_0755,houston,755,29.819179,-95.387588,268872.3,3300740.6,269672.3,3301540.6,EPSG:32615,386,133,133,4,114,0.8571,1.745389,0.48706,1.651367,0.460823,0.97329,290,114,41,33,0.236842,0.359649,0.289474,68.69,9960.77,1.011925
denver_0191,denver,191,39.685368,-104.974603,501777.82,4392437.36,502577.82,4393237.36,EPSG:32613,1470,362,362,2,361,0.9972,1.77488,0.49529,1.521621,0.424617,0.968723,1322,361,72,12,0.747922,0.199446,0.033241,42.73,28243.2,1.001378
chicago_0143,chicago,143,41.942362,-87.763537,436308.44,4643258.65,437108.44,4644058.65,EPSG:32616,2024,514,514,4,510,0.9922,1.609858,0.449239,1.55989,0.435296,0.989647,1804,510,143,15,0.641176,0.280392,0.029412,34.97,31609.77,1.008257
phoenix_0532,phoenix,532,33.618043,-112.136458,394180.48,3719985.52,394980.48,3720785.52,EPSG:32612,276,85,85,3,81,0.9529,1.759404,0.490971,1.95858,0.546552,0.971165,184,81,37,23,0.049383,0.45679,0.283951,89.43,8227.36,1.094751
chicago_0442,chicago,442,41.791545,-87.684718,442708.44,4626458.65,443508.44,4627258.65,EPSG:32616,1564,422,422,1,422,1.0,1.704172,0.475558,1.649908,0.460416,0.97907,1430,422,161,20,0.523697,0.381517,0.047393,40.13,28689.69,1.016752
chicago_0629,chicago,629,41.6981,-87.645268,445908.44,4616058.65,446708.44,4616858.65,EPSG:32616,1458,389,389,2,388,0.9974,1.687045,0.470779,1.804388,0.503524,0.981264,1286,388,163,19,0.471649,0.420103,0.048969,37.07,23833.44,1.045551
chicago_0189,chicago,189,41.812801,-87.742733,437908.44,4628858.65,438708.44,4629658.65,EPSG:32616,1196,323,323,1,323,1.0,1.681559,0.469248,1.728398,0.482319,0.981942,1110,323,91,24,0.609907,0.281734,0.074303,42.04,23333.14,1.039576
chicago_0410,chicago,410,41.913972,-87.695672,441908.44,4640058.65,442708.44,4640858.65,EPSG:32616,1732,472,472,7,465,0.9852,1.608961,0.448989,1.493682,0.41682,0.98973,1564,465,154,40,0.539785,0.331183,0.086022,42.54,33263.25,1.011267
detroit_0041,detroit,41,42.251627,-83.203151,317856.5,4679664.74,318656.5,4680464.74,EPSG:32617,1038,248,248,1,248,1.0,1.732534,0.483473,1.643698,0.458683,0.975168,860,248,78,2,0.580645,0.314516,0.008065,47.45,20403.14,1.007812
minneapolis_0327,minneapolis,327,44.880213,-93.301075,475821.29,4969287.85,476621.29,4970087.85,EPSG:32615,290,91,91,2,87,0.956,1.603554,0.44748,1.750121,0.488381,0.990223,230,87,22,26,0.344828,0.252874,0.298851,67.34,7744.37,1.005343
istanbul_1545,istanbul,1545,41.077037,28.587745,632978.59,4548123.45,633778.59,4548923.45,EPSG:32635,170,49,49,2,48,0.9796,1.787198,0.498727,1.860406,0.519156,0.966709,134,48,17,9,0.3125,0.354167,0.1875,98.49,6598.59,1.022119
portland_0369,portland,369,45.479519,-122.606464,530356.84,5035896.47,531156.84,5036696.47,EPSG:32610,474,141,141,2,140,0.9929,1.657034,0.462404,1.544694,0.431055,0.984817,400,140,91,18,0.157143,0.65,0.128571,69.76,13951.15,1.02593
cleveland_0293,cleveland,293,41.516918,-81.662647,444307.88,4595954.41,445107.88,4596754.41,EPSG:32617,824,229,229,3,223,0.9738,1.683631,0.469826,1.532103,0.427541,0.981688,686,223,81,24,0.412556,0.363229,0.107623,48.87,16860.17,1.00813
sapporo_0244,sapporo,244,43.11022,141.319477,525593.42,4772704.24,526393.42,4773504.24,EPSG:32654,1120,301,301,1,301,1.0,1.729889,0.482735,1.722421,0.480651,0.975546,940,301,142,12,0.345515,0.471761,0.039867,45.22,21254.08,1.025475
bangkok_1365,bangkok,1365,13.920393,100.651484,678028.23,1539140.91,678828.23,1539940.91,EPSG:32647,346,140,140,10,131,0.9357,1.814222,0.506268,1.73567,0.484348,0.962069,276,131,63,49,0.0,0.480916,0.374046,57.87,7985.39,1.049143
denver_0042,denver,42,39.757442,-105.049289,495377.82,4400437.36,496177.82,4401237.36,EPSG:32613,1622,485,485,3,479,0.9876,1.699167,0.474162,1.634143,0.456016,0.979724,1512,479,199,53,0.425887,0.415449,0.110647,33.89,25619.07,1.013701
brasilia_0303,brasilia,303,-15.85197,-48.123697,165003.82,8244545.62,165803.82,8245345.62,EPSG:32723,270,70,70,2,68,0.9714,1.606817,0.448391,1.603077,0.447347,0.989927,172,68,41,7,0.014706,0.602941,0.102941,81.04,6969.47,1.006769
houston_1231,houston,1231,29.734367,-95.286346,278472.3,3291140.6,279272.3,3291940.6,EPSG:32615,350,97,97,4,93,0.9588,1.718718,0.479617,1.549446,0.432381,0.977111,258,93,34,15,0.290323,0.365591,0.16129,76.57,10031.16,1.015695
phoenix_1068,phoenix,1068,33.474443,-112.057093,401380.48,3703985.52,402180.48,3704785.52,EPSG:32612,1534,415,415,1,415,1.0,1.803392,0.503246,1.522452,0.424848,0.963965,1408,415,147,24,0.544578,0.354217,0.057831,42.6,29990.43,1.006524
saltlakecity_0040,saltlakecity,40,40.73626,-112.010166,414305.06,4509570.75,415105.06,4510370.75,EPSG:32612,322,103,103,6,88,0.8544,1.713853,0.47826,1.96158,0.547389,0.977776,252,88,37,17,0.318182,0.420455,0.193182,69.55,8763.01,1.032642
detroit_0410,detroit,410,42.426427,-83.102297,326656.5,4698864.74,327456.5,4699664.74,EPSG:32617,422,113,113,2,112,0.9912,1.718491,0.479554,1.734554,0.484036,0.977142,348,112,51,7,0.357143,0.455357,0.0625,91.61,15939.89,1.016176
istanbul_0092,istanbul,92,41.104767,28.054898,588178.59,4550523.45,588978.59,4551323.45,EPSG:32635,164,50,50,1,50,1.0,1.686591,0.470652,1.7041,0.475538,0.981321,140,50,41,1,0.0,0.82,0.02,68.77,4814.15,1.010901
thessaloniki_1808,thessaloniki,1808,40.662508,23.110248,677983.42,4503034.41,678783.42,4503834.41,EPSG:32634,222,59,59,2,58,0.9831,1.753868,0.489426,1.910576,0.533156,0.972014,172,58,21,7,0.362069,0.362069,0.12069,62.14,5344.33,1.018432
tehran_0465,tehran,465,35.738082,51.376885,533679.81,3954564.0,534479.81,3955364.0,EPSG:32639,426,110,110,3,108,0.9818,1.716778,0.479076,1.755259,0.489814,0.977377,340,108,39,11,0.444444,0.361111,0.101852,84.29,14329.14,1.020379
brasilia_0415,brasilia,415,-15.830626,-48.100984,167403.82,8246945.62,168203.82,8247745.62,EPSG:32723,362,101,101,1,101,1.0,1.745586,0.487115,1.537041,0.428919,0.973261,262,101,64,10,0.029703,0.633663,0.09901,82.95,10866.88,1.011305
brasilia_0781,brasilia,781,-15.795465,-48.033303,174603.82,8250945.62,175403.82,8251745.62,EPSG:32723,190,51,51,1,51,1.0,1.774314,0.495132,1.62092,0.452326,0.968814,142,51,22,8,0.254902,0.431373,0.156863,85.46,6067.5,1.009273
lasvegas_0201,lasvegas,201,36.132472,-115.261032,656073.93,3999642.16,656873.93,4000442.16,EPSG:32611,232,87,87,4,82,0.9425,1.76362,0.492148,1.841486,0.513876,0.970509,188,82,34,30,0.121951,0.414634,0.365854,91.23,8575.32,1.017721
minneapolis_0809,minneapolis,809,44.959755,-93.129056,489421.29,4978087.85,490221.29,4978887.85,EPSG:32615,1146,315,315,4,312,0.9905,1.78171,0.497196,1.590205,0.443755,0.967614,986,312,84,49,0.519231,0.269231,0.157051,47.7,23516.82,1.014325
chennai_0186,chennai,186,13.036738,80.20327,413211.76,1440933.9,414011.76,1441733.9,EPSG:32644,434,135,135,4,123,0.9111,1.805314,0.503783,1.946966,0.543311,0.963632,320,123,68,20,0.105691,0.552846,0.162602,70.31,11250.39,1.033933
chicago_0492,chicago,492,41.798807,-87.675166,443508.44,4627258.65,444308.44,4628058.65,EPSG:32616,1726,462,462,6,457,0.9892,1.617743,0.45144,1.630448,0.454985,0.988904,1584,457,147,19,0.592998,0.321663,0.041575,35.54,28149.0,1.006759
cleveland_0080,cleveland,80,41.44408,-81.786404,433907.88,4587954.41,434707.88,4588754.41,EPSG:32617,672,189,189,6,153,0.8095,1.726782,0.481868,1.703407,0.475345,0.975987,476,153,63,11,0.385621,0.411765,0.071895,66.6,15851.1,1.084624
sapporo_0549,sapporo,549,43.04507,141.417359,533593.42,4765504.24,534393.42,4766304.24,EPSG:32654,570,155,155,1,155,1.0,1.684904,0.470182,1.702706,0.475149,0.98153,454,155,87,9,0.212903,0.56129,0.058065,61.21,13894.31,1.0041
chicago_0299,chicago,299,41.748139,-87.713122,440308.44,4621658.65,441108.44,4622458.65,EPSG:32616,1714,466,466,2,465,0.9979,1.668563,0.465621,1.638217,0.457153,0.983497,1550,465,147,37,0.548387,0.316129,0.07957,39.56,30658.55,1.017302
minneapolis_0652,minneapolis,652,44.930864,-93.18982,484621.29,4974887.85,485421.29,4975687.85,EPSG:32615,880,251,251,2,250,0.996,1.671107,0.466331,1.505166,0.420025,0.983198,770,250,99,37,0.416,0.396,0.148,58.25,22424.86,1.003843
houston_0553,houston,553,29.825638,-95.429124,264872.3,3301540.6,265672.3,3302340.6,EPSG:32615,476,132,132,1,132,1.0,1.805139,0.503734,2.087651,0.58257,0.963662,400,132,73,2,0.234848,0.55303,0.015152,37.08,7415.22,1.044776
portland_0415,portland,415,45.529852,-122.585623,531956.84,5041496.47,532756.84,5042296.47,EPSG:32610,442,131,131,2,130,0.9924,1.721699,0.480449,1.578505,0.44049,0.976698,364,130,77,17,0.169231,0.592308,0.130769,65.16,11859.95,1.013813
detroit_0114,detroit,114,42.259197,-83.184018,319456.5,4680464.74,320256.5,4681264.74,EPSG:32617,800,219,219,4,193,0.8813,1.814614,0.506378,1.702318,0.475041,0.962,578,193,51,37,0.46114,0.264249,0.19171,46.93,13563.41,1.018066
chicago_0163,chicago,163,41.899197,-87.753378,437108.44,4638458.65,437908.44,4639258.65,EPSG:32616,940,263,263,1,263,1.0,1.687896,0.471016,1.612596,0.450003,0.981158,822,263,81,42,0.490494,0.307985,0.159696,49.79,20563.22,1.020205
houston_0744,houston,744,29.739829,-95.385705,268872.3,3291940.6,269672.3,3292740.6,EPSG:32615,1808,494,494,3,475,0.9615,1.765708,0.49273,1.723019,0.480817,0.970182,1618,475,159,34,0.568421,0.334737,0.071579,36.64,29638.37,1.01731
sapporo_0403,sapporo,403,43.095665,141.368552,529593.42,4771104.24,530393.42,4771904.24,EPSG:32654,1328,346,346,1,346,1.0,1.814528,0.506354,2.013855,0.561977,0.962015,1136,346,135,11,0.462428,0.390173,0.031792,43.75,24850.44,1.043626
quito_1039,quito,1039,-0.057034,-78.416927,787129.29,9993289.57,787929.29,9994089.57,EPSG:32717,234,86,86,9,78,0.907,1.745275,0.487028,1.647666,0.45979,0.973307,168,78,35,25,0.012821,0.448718,0.320513,79.68,6693.35,1.012655
chicago_0337,chicago,337,41.697762,-87.702951,441108.44,4616058.65,441908.44,4616858.65,EPSG:32616,1194,304,304,2,303,0.9967,1.614051,0.450409,1.52194,0.424706,0.989255,1054,303,84,14,0.623762,0.277228,0.046205,43.36,22848.77,1.010598
chicago_0313,chicago,313,41.849009,-87.714241,440308.44,4632858.65,441108.44,4633658.65,EPSG:32616,1670,436,436,2,433,0.9931,1.736399,0.484551,1.611438,0.44968,0.974611,1492,433,111,31,0.630485,0.256351,0.071594,38.9,29015.87,1.004616
